genes	pvalue	padj
Mir8106	0.989686017	0.9998431
1700029F12Rik	0.989743393	0.9998431
Tex16	0.989743393	0.9998431
Cpb1	0.989776133	0.9998431
Hectd3	0.989793081	0.9998431
9130409I23Rik	0.989800969	0.9998431
Mir344b	0.989832306	0.9998431
Spata31	0.989836638	0.9998431
Irs3	0.98985161	0.9998431
Il19	0.989855522	0.9998431
Tle3	0.989876162	0.9998431
4930556C24Rik	0.989893671	0.9998431
Dapk2	0.990001105	0.9998431
Olfr690	0.990002131	0.9998431
Tpd52l1	0.990009463	0.9998431
Atp6v1g3	0.990080351	0.9998431
Sec23ip	0.990083338	0.9998431
Tas2r135	0.990087842	0.9998431
Mir3079	0.990103075	0.9998431
Gstm2	0.990140732	0.9998431
Mrpl34	0.990153511	0.9998431
Bcl2l10	0.990165229	0.9998431
Zfp808	0.99016586	0.9998431
Cldn9	0.990189834	0.9998431
Sugt1	0.990228352	0.9998431
Cps1	0.990359927	0.9998431
Rnd1	0.990372057	0.9998431
Ypel2	0.990377564	0.9998431
Nfam1	0.990395424	0.9998431
Psg29	0.990400901	0.9998431
Itgbl1	0.990480277	0.9998431
Lrpprc	0.990484016	0.9998431
Armc8	0.990498305	0.9998431
Prss2	0.99061288	0.9998431
Cth	0.990635829	0.9998431
Gm10754	0.990657308	0.9998431
Ska1	0.990685339	0.9998431
Tor1aip1	0.990809633	0.9998431
Pde4a	0.990840928	0.9998431
Olfr1352	0.99085447	0.9998431
Btnl4	0.99085447	0.9998431
Ppfia4	0.990941124	0.9998431
Gm14812	0.990950915	0.9998431
Gltscr1	0.990955003	0.9998431
Suz12	0.990990905	0.9998431
Mcpt2	0.991028411	0.9998431
Mir340	0.991075633	0.9998431
Csn1s2a	0.991075633	0.9998431
Klk4	0.991075633	0.9998431
Sp140	0.991100001	0.9998431
Olfr98	0.991138839	0.9998431
Keg1	0.99117277	0.9998431
Lyzl4os	0.99117277	0.9998431
Kiss1	0.99117558	0.9998431
Cyp2d9	0.991194941	0.9998431
Slc39a1	0.991199245	0.9998431
Zfp963	0.991274406	0.9998431
Lce1m	0.991277689	0.9998431
4930517M08Rik	0.991279091	0.9998431
Ntrk3	0.99128405	0.9998431
Tmem201	0.991287459	0.9998431
Dera	0.991366275	0.9998431
Mir6391	0.991390802	0.9998431
Mir7211	0.99140231	0.9998431
4930401C15Rik	0.991419397	0.9998431
C330004P14Rik	0.991443134	0.9998431
Abcc4	0.991528263	0.9998431
4933415F23Rik	0.991531837	0.9998431
Elfn2	0.99155902	0.9998431
Phf11a	0.991595974	0.9998431
Mir6414	0.991595974	0.9998431
Olfm3	0.991626102	0.9998431
Pdhx	0.991748085	0.9998431
Lsm7	0.991833511	0.9998431
Mir6899	0.991838056	0.9998431
Marco	0.991838056	0.9998431
D830005E20Rik	0.991838056	0.9998431
C730027H18Rik	0.991838056	0.9998431
Mir6909	0.991838056	0.9998431
Mir497b	0.991838056	0.9998431
Nutm2	0.991838056	0.9998431
1700006H21Rik	0.991838056	0.9998431
4930526H09Rik	0.991838056	0.9998431
4930596D02Rik	0.991838056	0.9998431
Otx2os1	0.991838056	0.9998431
Mir6541	0.991838056	0.9998431
Gm6878	0.991838056	0.9998431
Mir6964	0.991838056	0.9998431
Ubd	0.991838056	0.9998431
Ftmt	0.991838056	0.9998431
Mir6992	0.991838056	0.9998431
Mir467d	0.991838056	0.9998431
Mir669i	0.991838056	0.9998431
Lcn4	0.991838056	0.9998431
Tas2r134	0.991838056	0.9998431
Olfr1274-ps	0.991838056	0.9998431
Hnf4a	0.991838056	0.9998431
Otol1	0.991838056	0.9998431
Adh6-ps1	0.991838056	0.9998431
Aoc1	0.991838056	0.9998431
V1ra8	0.991838056	0.9998431
BC049730	0.991838056	0.9998431
Olfr622	0.991838056	0.9998431
Olfr527	0.991838056	0.9998431
4933433F19Rik	0.991838056	0.9998431
Cdh16	0.991838056	0.9998431
8030455M16Rik	0.991838056	0.9998431
Mir100	0.991838056	0.9998431
Rhox13	0.991838056	0.9998431
Magea10	0.991838056	0.9998431
1600014K23Rik	0.991838056	0.9998431
Mir3475	0.991838056	0.9998431
Mptx2	0.991838056	0.9998431
1700061J23Rik	0.991838056	0.9998431
Hba-x	0.991838056	0.9998431
Fabp6	0.991838056	0.9998431
Gm12169	0.991838056	0.9998431
4930465M20Rik	0.991838056	0.9998431
4930448F12Rik	0.991838056	0.9998431
D730050B12Rik	0.991838056	0.9998431
Gm16291	0.991838056	0.9998431
Apol7c	0.991838056	0.9998431
4930404A05Rik	0.991838056	0.9998431
Gm7325	0.991838056	0.9998431
Gm7788	0.991838056	0.9998431
Catsper1	0.991838056	0.9998431
Ankrd22	0.991838056	0.9998431
Lcn3	0.991838056	0.9998431
Gm13498	0.991838056	0.9998431
Gm13546	0.991838056	0.9998431
Olfr1029	0.991838056	0.9998431
Olfr1131	0.991838056	0.9998431
Olfr48	0.991838056	0.9998431
Defb20	0.991838056	0.9998431
Mir3471-2	0.991838056	0.9998431
Foxe3	0.991838056	0.9998431
2610528J11Rik	0.991838056	0.9998431
Gm5862	0.991838056	0.9998431
Tas2r139	0.991838056	0.9998431
D7Ertd143e	0.991838056	0.9998431
Zim2	0.991838056	0.9998431
Art2b	0.991838056	0.9998431
Olfr972	0.991838056	0.9998431
Mir3109	0.991838056	0.9998431
1700057G04Rik	0.991838056	0.9998431
Pax3	0.99188371	0.9998431
3632454L22Rik	0.991916474	0.9998431
Gramd2	0.99192049	0.9998431
Ccdc155	0.991943673	0.9998431
Wbscr17	0.991984153	0.9998431
Lrfn1	0.992065098	0.9998431
Nme5	0.992146397	0.9998431
Jph4	0.992179032	0.9998431
Ehbp1l1	0.992210652	0.9998431
Snord52	0.992238083	0.9998431
Tlcd1	0.992246604	0.9998431
Ptbp2	0.992274264	0.9998431
Trip4	0.992274907	0.9998431
Tgs1	0.992286783	0.9998431
4930553E22Rik	0.992292722	0.9998431
Zc3h6	0.992298605	0.9998431
Htr1a	0.992327426	0.9998431
2700097O09Rik	0.992344284	0.9998431
Begain	0.992354612	0.9998431
Thbs2	0.992369297	0.9998431
Cdnf	0.992400715	0.9998431
Upf3a	0.992459723	0.9998431
Zfp553	0.992491762	0.9998431
Atp8b3	0.992590293	0.9998431
Anp32a	0.992602634	0.9998431
Dhps	0.9926084	0.9998431
Ovca2	0.992633406	0.9998431
Snrk	0.992700704	0.9998431
Slc1a3	0.992797282	0.9998431
Rnf181	0.992811849	0.9998431
Scd3	0.992828765	0.9998431
Atp5a1	0.992911842	0.9998431
Rnasek	0.992913068	0.9998431
Snord57	0.992925562	0.9998431
Tekt3	0.992973188	0.9998431
Dnaja1	0.99303257	0.9998431
Mtfp1	0.99303573	0.9998431
Zfp511	0.993049681	0.9998431
Vangl2	0.993074964	0.9998431
Ms4a10	0.993154379	0.9998431
Ctns	0.993179775	0.9998431
Tmtc2	0.993230409	0.9998431
Lamp1	0.99324342	0.9998431
1700088E04Rik	0.993302283	0.9998431
Arrdc3	0.99331801	0.9998431
Map4k4	0.993383262	0.9998431
Wdr17	0.993432137	0.9998431
Atp5f1	0.993485661	0.9998431
Gbp9	0.993541528	0.9998431
Apeh	0.99358112	0.9998431
Gm527	0.993584374	0.9998431
Alpk1	0.993683243	0.9998431
Gm6408	0.993707139	0.9998431
Dnase1l3	0.993766251	0.9998431
Zar1l	0.993768507	0.9998431
Gm16157	0.993837066	0.9998431
Swi5	0.993839182	0.9998431
Olfr1392	0.99387808	0.9998431
Acsbg1	0.993907023	0.9998431
Zfp764	0.993930033	0.9998431
Herpud2	0.99394615	0.9998431
Pde7b	0.993968125	0.9998431
A730020E08Rik	0.99397796	0.9998431
Dmtf1	0.99399412	0.9998431
Vstm2l	0.994053679	0.9998431
Cd200r2	0.994063722	0.9998431
Gfra3	0.994074124	0.9998431
Pold4	0.994182714	0.9998431
1700095J12Rik	0.994183437	0.9998431
Apex1	0.994190436	0.9998431
Tmem65	0.994199334	0.9998431
Morc3	0.994212411	0.9998431
Ppp1r14c	0.994215737	0.9998431
Ube2o	0.99425089	0.9998431
4930432J09Rik	0.994279963	0.9998431
Hspd1	0.994422075	0.999875629
Mllt6	0.994552088	0.999875629
Clcn2	0.994800481	0.999875629
Frat1	0.994802365	0.999875629
Pcdhga6	0.99485425	0.999875629
Zfp740	0.995049178	0.999875629
S100a6	0.995133016	0.999875629
Clu	0.995140453	0.999875629
9330179D12Rik	0.995152957	0.999875629
Ap2a1	0.995157818	0.999875629
Kdm4d	0.995222597	0.999875629
Sec31a	0.995251661	0.999875629
Arhgap39	0.995339906	0.999875629
2310030A07Rik	0.995342746	0.999875629
Eda	0.995347714	0.999875629
Entpd7	0.995406018	0.999875629
Ogfrl1	0.995419083	0.999875629
4930509J09Rik	0.995510035	0.999875629
Ern1	0.995568585	0.999875629
Spata31d1c	0.995609749	0.999875629
Nt5dc1	0.995647875	0.999875629
Mir7663	0.995659984	0.999875629
Cdc25a	0.99573113	0.999875629
Ndel1	0.995824731	0.999875629
Olfr111	0.995859574	0.999875629
Islr2	0.995910403	0.999875629
Gm128	0.995939656	0.999875629
Fam122b	0.995962819	0.999875629
Fjx1	0.995973303	0.999875629
Wdr38	0.995983415	0.999875629
Nckap5l	0.996030475	0.999875629
Flywch2	0.996087457	0.999875629
Wash1	0.996090816	0.999875629
Wasf2	0.996186551	0.999875629
Gm10267	0.996198558	0.999875629
Ccl27a	0.996281558	0.999875629
Prdm6	0.996344098	0.999875629
Lbr	0.996530475	0.999875629
Parn	0.996562401	0.999875629
Itga8	0.996642036	0.999875629
Nsg2	0.996730391	0.999875629
Prf1	0.996735864	0.999875629
2610301B20Rik	0.996841635	0.999875629
Mir381	0.996923803	0.999875629
Cabp4	0.997096297	0.999875629
Wipi1	0.997104827	0.999875629
Fbln7	0.997154302	0.999875629
Prps1l3	0.997221314	0.999875629
Myo6	0.997318544	0.999875629
Tbc1d19	0.997324519	0.999875629
N4bp1	0.997332582	0.999875629
Cep78	0.997394412	0.999875629
Gm10509	0.997410418	0.999875629
Junb	0.997414517	0.999875629
Ncaph	0.997433744	0.999875629
Abcb1a	0.997472893	0.999875629
Churc1	0.997481455	0.999875629
Adrbk1	0.99748548	0.999875629
Ept1	0.997572595	0.999875629
Faf2	0.997591855	0.999875629
Ascl4	0.99767551	0.999875629
A730018C14Rik	0.997795417	0.999875629
4932443I19Rik	0.997888615	0.999875629
4930554H23Rik	0.997934627	0.999875629
Fdft1	0.997941835	0.999875629
Zfp160	0.997943198	0.999875629
Prss48	0.998055512	0.999875629
D6Ertd474e	0.99807428	0.999875629
Phc1	0.998091621	0.999875629
Dao	0.998098144	0.999875629
Arl15	0.998123995	0.999875629
Tspan33	0.998147925	0.999875629
Ttyh3	0.998162971	0.999875629
Tgm7	0.998177191	0.999875629
Grin3b	0.998179358	0.999875629
4933409K07Rik	0.998180918	0.999875629
Ly9	0.998296341	0.999875629
Sds	0.998303296	0.999875629
Vmn2r57	0.998325962	0.999875629
Csl	0.998335416	0.999875629
Slit3	0.998376896	0.999875629
Taf15	0.998423366	0.999875629
Ngfrap1	0.998432438	0.999875629
Atp10a	0.998480725	0.999875629
St6galnac6	0.998484343	0.999875629
H2afy	0.998493284	0.999875629
Mthfs	0.998614186	0.999875629
4930481A15Rik	0.998648542	0.999875629
Tspan31	0.998726007	0.999875629
Stmn2	0.998748822	0.999875629
Tmem241	0.998807037	0.999875629
Syt17	0.998820769	0.999875629
D2Wsu81e	0.998869996	0.999875629
Slc6a8	0.998872197	0.999875629
Ablim1	0.998939388	0.999875629
Pou2af1	0.998963416	0.999875629
Gtf2a2	0.999038465	0.999875629
F2rl1	0.999070815	0.999875629
Celf3	0.999134614	0.999875629
Tbc1d10b	0.999154986	0.999875629
Pqbp1	0.999194022	0.999875629
2510039O18Rik	0.999242343	0.999875629
Slx1b	0.999367932	0.999875629
Psen2	0.999384836	0.999875629
Slamf6	0.999389215	0.999875629
Mir6338	0.999480921	0.999875629
R74862	0.999541195	0.999875629
Sele	0.999564168	0.999875629
Homer3	0.99957398	0.999875629
Med7	0.999667834	0.999875629
Caprin2	0.999722864	0.999875629
Rfk	0.999751804	0.999875629
Gabpb1	0.999756634	0.999875629
Osbp	0.999794306	0.999875629
Gsr	0.999830091	0.999875629
Usp4	0.999864036	0.999875629
Timm9	0.999875629	0.999875629
Mir6341	NA	NA
Gm17644	NA	NA
Defb18	NA	NA
Defb41	NA	NA
Gm15386	NA	NA
4930486I03Rik	NA	NA
Linc-md1	NA	NA
Mir206	NA	NA
Mir133b	NA	NA
Il17a	NA	NA
Mir30a	NA	NA
Gm597	NA	NA
Mir6342	NA	NA
Gm13363	NA	NA
Pih1d3	NA	NA
Mir6898	NA	NA
Mir6349	NA	NA
Hsfy2	NA	NA
Tnp1	NA	NA
1700027A15Rik	NA	NA
Cxcr1	NA	NA
Mir375	NA	NA
1700016L21Rik	NA	NA
Mir6344	NA	NA
Mir5126	NA	NA
Gm7609	NA	NA
Mir8096	NA	NA
9930111H07Rik	NA	NA
Alppl2	NA	NA
Chrnd	NA	NA
Chrng	NA	NA
Ugt1a10	NA	NA
Ugt1a9	NA	NA
6430706D22Rik	NA	NA
Prlh	NA	NA
Olfr1416	NA	NA
Olfr1415	NA	NA
Olfr1413	NA	NA
Olfr1412	NA	NA
Olfr1411	NA	NA
Olfr1410	NA	NA
Mir6901	NA	NA
4930598F16Rik	NA	NA
1700063A18Rik	NA	NA
Slco6d1	NA	NA
Gm20268	NA	NA
Serpinb13	NA	NA
Serpinb3a	NA	NA
Serpinb3d	NA	NA
Serpinb3b	NA	NA
D830032E09Rik	NA	NA
Ren2	NA	NA
Ren1	NA	NA
Mir1231	NA	NA
4933436E23Rik	NA	NA
Cfhr1	NA	NA
Gm4788	NA	NA
Mir7652	NA	NA
Mir488	NA	NA
Mir1843b	NA	NA
Tnfsf4	NA	NA
Mir199a-2	NA	NA
Mir214	NA	NA
Fmo3	NA	NA
Gm16548	NA	NA
Mir6348	NA	NA
Itln1	NA	NA
Olfr16	NA	NA
Olfr1408	NA	NA
Olfr1406	NA	NA
Olfr218	NA	NA
Olfr1404	NA	NA
Fcer1a	NA	NA
BC094916	NA	NA
Olfr433	NA	NA
Olfr432	NA	NA
Olfr430	NA	NA
Olfr429	NA	NA
Olfr426	NA	NA
Olfr427	NA	NA
Olfr231	NA	NA
Olfr424	NA	NA
Olfr421-ps1	NA	NA
Olfr420	NA	NA
Olfr419	NA	NA
Olfr248	NA	NA
Olfr414	NA	NA
Olfr220	NA	NA
Mir350	NA	NA
4930488B22Rik	NA	NA
Mir1981	NA	NA
Mir664	NA	NA
Mir297c	NA	NA
Fam71a	NA	NA
Mir205	NA	NA
Mir29b-2	NA	NA
Mir29c	NA	NA
B020014A21Rik	NA	NA
Mir5104	NA	NA
Gje1	NA	NA
Mir6413	NA	NA
Raet1a	NA	NA
Raet1b	NA	NA
Raet1c	NA	NA
Tcf21	NA	NA
Taar1	NA	NA
Taar6	NA	NA
Taar7a	NA	NA
Taar7b	NA	NA
Taar7d	NA	NA
Taar7e	NA	NA
Taar7f	NA	NA
Taar8a	NA	NA
Taar8b	NA	NA
Taar8c	NA	NA
Taar9	NA	NA
Mir680-3	NA	NA
Gm8709	NA	NA
Gm4794	NA	NA
4930591E09Rik	NA	NA
Amd2	NA	NA
Snord14d	NA	NA
Snord14c	NA	NA
BB019430	NA	NA
Mir6408	NA	NA
Mir466j	NA	NA
Gm20611	NA	NA
Mir7215	NA	NA
Mir6409	NA	NA
Mir678	NA	NA
Gm10787	NA	NA
Gm19402	NA	NA
Gm10272	NA	NA
Gm10024	NA	NA
Gm10142	NA	NA
Gm10100	NA	NA
Gm3238	NA	NA
Gm19668	NA	NA
Gm2696	NA	NA
Krtap10-4	NA	NA
Gm10318	NA	NA
Mir6410	NA	NA
Olfr1356	NA	NA
Olfr1354	NA	NA
Olfr8	NA	NA
Vmn2r80	NA	NA
Vmn2r81	NA	NA
Mir6910	NA	NA
Oaz1-ps	NA	NA
Mir1982	NA	NA
Mir5615-1	NA	NA
Mir5615-2	NA	NA
Mir3057	NA	NA
Gm9855	NA	NA
Mir331	NA	NA
Gm8633	NA	NA
Gm4301	NA	NA
Gm4312	NA	NA
Gm4303	NA	NA
Gm4307	NA	NA
Gm4305	NA	NA
Gm4302	NA	NA
1700017N19Rik	NA	NA
Mir3059	NA	NA
Gm4340	NA	NA
Gm6763	NA	NA
Gm20765	NA	NA
Gm21304	NA	NA
Gm8764	NA	NA
Gm21293	NA	NA
Gm21312	NA	NA
Mir6411	NA	NA
Mir669h	NA	NA
1700030O20Rik	NA	NA
4930579P08Rik	NA	NA
1700064J06Rik	NA	NA
Mir763	NA	NA
Mir8104	NA	NA
Mir546	NA	NA
Rdh19	NA	NA
Mir6914	NA	NA
Mir6915	NA	NA
Mir6916	NA	NA
Mir6917	NA	NA
Olfr9	NA	NA
Olfr763	NA	NA
Olfr765	NA	NA
Olfr767	NA	NA
Olfr768	NA	NA
Olfr769	NA	NA
Olfr770	NA	NA
Olfr771	NA	NA
Olfr772	NA	NA
Olfr773	NA	NA
Olfr774	NA	NA
Olfr775	NA	NA
Olfr776	NA	NA
Olfr777	NA	NA
Olfr780	NA	NA
Olfr781	NA	NA
Olfr782	NA	NA
Olfr784	NA	NA
Olfr785	NA	NA
Olfr786	NA	NA
Olfr787	NA	NA
Olfr789	NA	NA
Olfr790	NA	NA
Olfr791	NA	NA
Olfr792	NA	NA
Olfr794	NA	NA
Olfr796	NA	NA
Olfr798	NA	NA
Olfr799	NA	NA
Olfr800	NA	NA
Olfr801	NA	NA
Olfr805	NA	NA
Olfr806	NA	NA
Olfr807	NA	NA
Olfr808	NA	NA
Olfr811	NA	NA
Olfr812	NA	NA
Olfr813	NA	NA
Olfr814	NA	NA
Olfr815	NA	NA
Olfr816	NA	NA
Olfr818	NA	NA
Olfr819	NA	NA
Olfr247	NA	NA
Olfr820	NA	NA
Olfr821	NA	NA
Olfr822	NA	NA
Olfr823	NA	NA
Olfr824	NA	NA
Olfr826	NA	NA
4930512M02Rik	NA	NA
4930554G24Rik	NA	NA
1700046C09Rik	NA	NA
Pom121l12	NA	NA
Gm12018	NA	NA
Mir216b	NA	NA
Mir216c	NA	NA
Mir216a	NA	NA
Mir217	NA	NA
Hba-a1	NA	NA
Mir7239	NA	NA
Olfr1396	NA	NA
Olfr1395	NA	NA
Olfr1391	NA	NA
Olfr1387	NA	NA
Olfr1386	NA	NA
Olfr1385	NA	NA
Olfr1384	NA	NA
Olfr1383	NA	NA
Olfr1382	NA	NA
Olfr1381	NA	NA
Olfr1380	NA	NA
Mir6919	NA	NA
Olfr1377	NA	NA
Olfr51	NA	NA
Slc36a1os	NA	NA
Hand1	NA	NA
1810065E05Rik	NA	NA
Gm12253	NA	NA
4930504O13Rik	NA	NA
Olfr30	NA	NA
Olfr331	NA	NA
Olfr328	NA	NA
Olfr224	NA	NA
Olfr325	NA	NA
Olfr319	NA	NA
Olfr318	NA	NA
Olfr314	NA	NA
Olfr312	NA	NA
Olfr311	NA	NA
Olfr223	NA	NA
Olfr225	NA	NA
1810063I02Rik	NA	NA
Mir6921	NA	NA
Mir6923	NA	NA
Rpl26	NA	NA
Gm15772	NA	NA
Mir3062	NA	NA
Tnfsfm13	NA	NA
Mir6924	NA	NA
Mir497	NA	NA
4930401O10Rik	NA	NA
Olfr20	NA	NA
Olfr376	NA	NA
Olfr1	NA	NA
Olfr75-ps1	NA	NA
Olfr378	NA	NA
Olfr380	NA	NA
Olfr381	NA	NA
Olfr382	NA	NA
Olfr385	NA	NA
Olfr384	NA	NA
Zfp735	NA	NA
Olfr389	NA	NA
Olfr390	NA	NA
Olfr391-ps	NA	NA
Olfr392	NA	NA
Olfr393	NA	NA
Olfr394	NA	NA
Olfr395	NA	NA
Olfr23	NA	NA
Olfr397	NA	NA
Olfr398	NA	NA
Olfr399	NA	NA
Zfp616	NA	NA
Olfr401	NA	NA
Olfr402	NA	NA
Olfr403	NA	NA
Olfr43	NA	NA
Olfr406	NA	NA
Olfr59	NA	NA
Olfr410	NA	NA
Olfr411	NA	NA
Olfr412	NA	NA
Mir6926	NA	NA
Mir22	NA	NA
Mir451b	NA	NA
Mir451a	NA	NA
Mir7653	NA	NA
Slc13a2os	NA	NA
Gm21975	NA	NA
Evi2b	NA	NA
Gm11426	NA	NA
Snord7	NA	NA
1700109G15Rik	NA	NA
Gm20759	NA	NA
Mir21a	NA	NA
Mir142	NA	NA
Olfr462	NA	NA
4930405D11Rik	NA	NA
Kif2b	NA	NA
Gm11544	NA	NA
Mir3063	NA	NA
Gm11538	NA	NA
Gm53	NA	NA
Hoxb8	NA	NA
Hoxb5os	NA	NA
Hoxb5	NA	NA
Hoxb2	NA	NA
Hoxb1	NA	NA
Mir152	NA	NA
Mir7235	NA	NA
Mir6927	NA	NA
Gsdma3	NA	NA
Krt39	NA	NA
Krtap3-3	NA	NA
Krtap3-2	NA	NA
Krtap3-1	NA	NA
Krtap1-5	NA	NA
Krtap1-4	NA	NA
Krtap1-3	NA	NA
Krtap9-3	NA	NA
Gm11938	NA	NA
Gm11937	NA	NA
Gm11562	NA	NA
Krtap4-7	NA	NA
Krtap4-6	NA	NA
Gm11595	NA	NA
Krtap4-8	NA	NA
Krtap4-9	NA	NA
Gm11554	NA	NA
Gm11569	NA	NA
Krtap4-13	NA	NA
2300003K06Rik	NA	NA
Gm11568	NA	NA
Gm11559	NA	NA
Krtap9-1	NA	NA
Gm11567	NA	NA
Krtap31-1	NA	NA
Gm11565	NA	NA
Krtap31-2	NA	NA
Krtap9-5	NA	NA
Krt16	NA	NA
LOC666331	NA	NA
Ppy	NA	NA
Mir8101	NA	NA
Bloodlinc	NA	NA
Mir6930	NA	NA
1700023C21Rik	NA	NA
Gm11710	NA	NA
Gm11711	NA	NA
Mir3968	NA	NA
Gm7367	NA	NA
Snord1a	NA	NA
Enpp7	NA	NA
Mir3065	NA	NA
Mir6936	NA	NA
Sectm1b	NA	NA
Tex19.2	NA	NA
1700101O22Rik	NA	NA
Msgn1	NA	NA
Mir3066	NA	NA
Mir6937	NA	NA
Mir3472	NA	NA
Mir5099	NA	NA
Mir5125	NA	NA
Gpr33	NA	NA
1700031P21Rik	NA	NA
Mir1892	NA	NA
1700047I17Rik2	NA	NA
Fam177a	NA	NA
Srp54c	NA	NA
Spanxn4	NA	NA
Wdr20rt	NA	NA
Rpl10l	NA	NA
Gm17821	NA	NA
Rplp2-ps1	NA	NA
Mir5101	NA	NA
Mir5135	NA	NA
Mir1843a	NA	NA
1700052I22Rik	NA	NA
Synj2bp-cox16	NA	NA
Gm2042	NA	NA
Oog1	NA	NA
BB287469	NA	NA
Gm4027	NA	NA
Gm16381	NA	NA
Gm21319	NA	NA
Gm2016	NA	NA
Gm2022	NA	NA
Gm10436	NA	NA
Gm5662	NA	NA
Gm7104	NA	NA
Gm5039	NA	NA
4930559C10Rik	NA	NA
Mir8099-2	NA	NA
Mir8099-1	NA	NA
1700019M22Rik	NA	NA
Kif4-ps	NA	NA
Gm20604	NA	NA
Cox8c	NA	NA
Serpina6	NA	NA
Serpina1f	NA	NA
Serpina1a	NA	NA
Serpina1c	NA	NA
Serpina11	NA	NA
Serpina4-ps1	NA	NA
Serpina5	NA	NA
Serpina3a	NA	NA
Serpina3j	NA	NA
Serpina3k	NA	NA
Serpina3m	NA	NA
Gsc	NA	NA
Mir3069	NA	NA
Tcl1b5	NA	NA
Tcl1b3	NA	NA
Tcl1b4	NA	NA
Mir1906-2	NA	NA
Mir1906-1	NA	NA
Mir770	NA	NA
Mir3544	NA	NA
Mir431	NA	NA
6430411K18Rik	NA	NA
Mir433	NA	NA
Mir127	NA	NA
Mir434	NA	NA
Mir432	NA	NA
Mir3071	NA	NA
Mir136	NA	NA
Mir299b	NA	NA
Mir412	NA	NA
Mir410	NA	NA
6030440G07Rik	NA	NA
Rd3l	NA	NA
Mir3073a	NA	NA
Mir3073b	NA	NA
Mir203	NA	NA
Adam6a	NA	NA
Mir7094-1	NA	NA
Mir7094-2	NA	NA
Mir6388	NA	NA
Speer6-ps1	NA	NA
Calm4	NA	NA
Akr1c6	NA	NA
Akr1c20	NA	NA
Prl2c4	NA	NA
Prl2c3	NA	NA
Prl2c5	NA	NA
Olfr1370	NA	NA
Olfr263	NA	NA
Olfr1368	NA	NA
Olfr1367	NA	NA
Mir1896	NA	NA
Olfr1366	NA	NA
Olfr1362	NA	NA
Olfr11	NA	NA
Olfr1361	NA	NA
Olfr1359	NA	NA
Olfr1360	NA	NA
Hist1h2bq	NA	NA
Hist1h2br	NA	NA
Hist1h2ao	NA	NA
Hist1h2ap	NA	NA
Hist1h4m	NA	NA
Vmn1r188	NA	NA
Vmn1r189	NA	NA
Vmn1r191	NA	NA
Vmn1r192	NA	NA
Vmn1r194	NA	NA
Vmn1r195	NA	NA
Vmn1r196	NA	NA
Vmn1r197	NA	NA
Vmn1r198	NA	NA
Vmn1r199	NA	NA
Vmn1r-ps103	NA	NA
Vmn1r201	NA	NA
Vmn1r202	NA	NA
Vmn1r203	NA	NA
Vmn1r204	NA	NA
Vmn1r205	NA	NA
Vmn1r208	NA	NA
Vmn1r209	NA	NA
Vmn1r211	NA	NA
Vmn1r213	NA	NA
Vmn1r214	NA	NA
Vmn1r215	NA	NA
Vmn1r216	NA	NA
Vmn1r217	NA	NA
Vmn1r218	NA	NA
Vmn1r219	NA	NA
Vmn1r220	NA	NA
Vmn1r221	NA	NA
Vmn1r222	NA	NA
Hist1h1t	NA	NA
Hist1h2aa	NA	NA
Mir3970	NA	NA
Prl	NA	NA
Prl3d1	NA	NA
Prl3d2	NA	NA
Prl3d3	NA	NA
Prl3b1	NA	NA
Prl3a1	NA	NA
Prl6a1	NA	NA
Prl2b1	NA	NA
Prl8a6	NA	NA
Prl8a8	NA	NA
Prl8a9	NA	NA
Prl8a1	NA	NA
Prl7b1	NA	NA
Prl7a2	NA	NA
Prl4a1	NA	NA
Prl5a1	NA	NA
Mir6368	NA	NA
4930401O12Rik	NA	NA
Serpinb9d	NA	NA
Serpinb9e	NA	NA
Serpinb9f	NA	NA
Serpinb9g	NA	NA
Gm6093	NA	NA
Serpinb6d	NA	NA
Gm26688	NA	NA
Barx1	NA	NA
Gm906	NA	NA
Mir683-1	NA	NA
Mir683-2	NA	NA
Gm8765	NA	NA
4930518P08Rik	NA	NA
9530014B07Rik	NA	NA
4930555G21Rik	NA	NA
Mir6943	NA	NA
Mir6944	NA	NA
Il9	NA	NA
Mir6369	NA	NA
4930455J16Rik	NA	NA
Ctsll3	NA	NA
Tpbpb	NA	NA
Tpbpa	NA	NA
Ctsj	NA	NA
Ctsq	NA	NA
Ctsr	NA	NA
Cts6	NA	NA
Cts8	NA	NA
Cts8-ps	NA	NA
Cts7	NA	NA
Ctsm	NA	NA
Cts3	NA	NA
BC052688	NA	NA
Mir23b	NA	NA
Mir27b	NA	NA
Mir3074-1	NA	NA
Mir24-1	NA	NA
1700024I08Rik	NA	NA
Olfr466	NA	NA
Gm10324	NA	NA
2410141K09Rik	NA	NA
1700084F23Rik	NA	NA
Mir466f-4	NA	NA
4930555K05Rik	NA	NA
Irx4	NA	NA
Slc6a19os	NA	NA
Mir692-3	NA	NA
Mir692-2	NA	NA
Mir3961	NA	NA
Spz1	NA	NA
4922502H24Rik	NA	NA
Mir582	NA	NA
Mir449c	NA	NA
1700003P14Rik	NA	NA
Gm10732	NA	NA
AF067063	NA	NA
Tcstv1	NA	NA
B020031M17Rik	NA	NA
Gm20767	NA	NA
AF067061	NA	NA
Tcstv3	NA	NA
Gm5795	NA	NA
Gm10413	NA	NA
Gm3020	NA	NA
Gm10409	NA	NA
Gm3488	NA	NA
Gm3317	NA	NA
Gm5797	NA	NA
4933406F09Rik	NA	NA
